data: x, p, v, rho
left rarefaction, right shock
-0.177868 2.30748 0.343043 0.854298
-0.177768 2.30612 0.343793 0.853996
-0.177668 2.30476 0.344543 0.853694
-0.177568 2.3034 0.345293 0.853392
-0.177468 2.30204 0.346043 0.853091
-0.177368 2.30069 0.346793 0.852789
-0.177268 2.29933 0.347543 0.852487
-0.177168 2.29797 0.348293 0.852186
-0.177068 2.29662 0.349043 0.851884
-0.176968 2.29527 0.349793 0.851583
-0.176868 2.29391 0.350543 0.851282
-0.176768 2.29256 0.351293 0.85098
-0.176668 2.29121 0.352043 0.850679
-0.176568 2.28985 0.352794 0.850378
-0.176468 2.2885 0.353544 0.850077
-0.176368 2.28715 0.354294 0.849776
-0.176268 2.2858 0.355044 0.849475
-0.176168 2.28445 0.355794 0.849174
-0.176068 2.28311 0.356544 0.848873
-0.175968 2.28176 0.357294 0.848573
-0.175868 2.28041 0.358044 0.848272
-0.175768 2.27907 0.358794 0.847972
-0.175668 2.27772 0.359544 0.847671
-0.175568 2.27637 0.360294 0.847371
-0.175468 2.27503 0.361044 0.84707
-0.175368 2.27369 0.361794 0.84677
-0.175268 2.27234 0.362545 0.84647
-0.175168 2.271 0.363295 0.84617
-0.175068 2.26966 0.364045 0.84587
-0.174967 2.26832 0.364795 0.84557
-0.174867 2.26698 0.365545 0.84527
-0.174767 2.26564 0.366295 0.84497
-0.174667 2.2643 0.367045 0.84467
-0.174567 2.26296 0.367795 0.84437
-0.174467 2.26162 0.368545 0.844071
-0.174367 2.26028 0.369295 0.843771
-0.174267 2.25894 0.370045 0.843472
-0.174167 2.25761 0.370795 0.843172
-0.174067 2.25627 0.371545 0.842873
-0.173967 2.25494 0.372296 0.842574
-0.173867 2.2536 0.373046 0.842275
-0.173767 2.25227 0.373796 0.841975
-0.173667 2.25094 0.374546 0.841676
-0.173567 2.2496 0.375296 0.841377
-0.173467 2.24827 0.376046 0.841078
-0.173367 2.24694 0.376796 0.84078
-0.173267 2.24561 0.377546 0.840481
-0.173167 2.24428 0.378296 0.840182
-0.173067 2.24295 0.379046 0.839883
-0.172967 2.24162 0.379796 0.839585
-0.172867 2.24029 0.380546 0.839286
-0.172767 2.23897 0.381296 0.838988
-0.172667 2.23764 0.382046 0.83869
-0.172567 2.23631 0.382797 0.838391
-0.172467 2.23499 0.383547 0.838093
-0.172367 2.23366 0.384297 0.837795
-0.172267 2.23234 0.385047 0.837497
-0.172167 2.23101 0.385797 0.837199
-0.172067 2.22969 0.386547 0.836901
-0.171967 2.22837 0.387297 0.836603
-0.171867 2.22705 0.388047 0.836305
-0.171767 2.22573 0.388797 0.836007
-0.171667 2.2244 0.389547 0.83571
-0.171567 2.22308 0.390297 0.835412
-0.171467 2.22177 0.391047 0.835115
-0.171367 2.22045 0.391797 0.834817
-0.171267 2.21913 0.392548 0.83452
-0.171167 2.21781 0.393298 0.834223
-0.171067 2.21649 0.394048 0.833925
-0.170967 2.21518 0.394798 0.833628
-0.170867 2.21386 0.395548 0.833331
-0.170767 2.21255 0.396298 0.833034
-0.170667 2.21123 0.397048 0.832737
-0.170567 2.20992 0.397798 0.83244
-0.170467 2.20861 0.398548 0.832144
-0.170367 2.20729 0.399298 0.831847
-0.170267 2.20598 0.400048 0.83155
-0.170167 2.20467 0.400798 0.831254
-0.170067 2.20336 0.401548 0.830957
-0.169967 2.20205 0.402299 0.830661
-0.169867 2.20074 0.403049 0.830364
-0.169767 2.19943 0.403799 0.830068
-0.169667 2.19812 0.404549 0.829772
-0.169567 2.19682 0.405299 0.829475
-0.169467 2.19551 0.406049 0.829179
-0.169367 2.1942 0.406799 0.828883
-0.169267 2.1929 0.407549 0.828587
-0.169167 2.19159 0.408299 0.828291
-0.169067 2.19029 0.409049 0.827996
-0.168967 2.18898 0.409799 0.8277
-0.168867 2.18768 0.410549 0.827404
-0.168767 2.18638 0.411299 0.827109
-0.168667 2.18508 0.412049 0.826813
-0.168567 2.18378 0.4128 0.826518
-0.168467 2.18248 0.41355 0.826222
-0.168367 2.18118 0.4143 0.825927
-0.168267 2.17988 0.41505 0.825632
-0.168167 2.17858 0.4158 0.825336
-0.168067 2.17728 0.41655 0.825041
-0.167967 2.17598 0.4173 0.824746
-0.167867 2.17468 0.41805 0.824451
-0.167767 2.17339 0.4188 0.824156
-0.167667 2.17209 0.41955 0.823862
-0.167567 2.1708 0.4203 0.823567
-0.167467 2.1695 0.42105 0.823272
-0.167367 2.16821 0.4218 0.822978
-0.167267 2.16692 0.422551 0.822683
-0.167167 2.16562 0.423301 0.822389
-0.167067 2.16433 0.424051 0.822094
-0.166967 2.16304 0.424801 0.8218
-0.166867 2.16175 0.425551 0.821505
-0.166767 2.16046 0.426301 0.821211
-0.166667 2.15917 0.427051 0.820917
-0.166567 2.15788 0.427801 0.820623
-0.166467 2.15659 0.428551 0.820329
-0.166367 2.15531 0.429301 0.820035
-0.166267 2.15402 0.430051 0.819741
-0.166167 2.15273 0.430801 0.819448
-0.166067 2.15145 0.431551 0.819154
-0.165967 2.15016 0.432302 0.81886
-0.165867 2.14888 0.433052 0.818567
-0.165767 2.14759 0.433802 0.818273
-0.165667 2.14631 0.434552 0.81798
-0.165567 2.14503 0.435302 0.817686
-0.165467 2.14374 0.436052 0.817393
-0.165367 2.14246 0.436802 0.8171
-0.165267 2.14118 0.437552 0.816807
-0.165167 2.1399 0.438302 0.816514
-0.165067 2.13862 0.439052 0.816221
-0.164966 2.13734 0.439802 0.815928
-0.164866 2.13606 0.440552 0.815635
-0.164766 2.13479 0.441302 0.815342
-0.164666 2.13351 0.442052 0.815049
-0.164566 2.13223 0.442803 0.814757
-0.164466 2.13096 0.443553 0.814464
-0.164366 2.12968 0.444303 0.814172
-0.164266 2.12841 0.445053 0.813879
-0.164166 2.12713 0.445803 0.813587
-0.164066 2.12586 0.446553 0.813294
-0.163966 2.12459 0.447303 0.813002
-0.163866 2.12331 0.448053 0.81271
-0.163766 2.12204 0.448803 0.812418
-0.163666 2.12077 0.449553 0.812126
-0.163566 2.1195 0.450303 0.811834
-0.163466 2.11823 0.451053 0.811542
-0.163366 2.11696 0.451803 0.81125
-0.163266 2.11569 0.452554 0.810959
-0.163166 2.11442 0.453304 0.810667
-0.163066 2.11316 0.454054 0.810375
-0.162966 2.11189 0.454804 0.810084
-0.162866 2.11062 0.455554 0.809792
-0.162766 2.10936 0.456304 0.809501
-0.162666 2.10809 0.457054 0.80921
-0.162566 2.10683 0.457804 0.808918
-0.162466 2.10556 0.458554 0.808627
-0.162366 2.1043 0.459304 0.808336
-0.162266 2.10304 0.460054 0.808045
-0.162166 2.10178 0.460804 0.807754
-0.162066 2.10051 0.461554 0.807463
-0.161966 2.09925 0.462305 0.807172
-0.161866 2.09799 0.463055 0.806881
-0.161766 2.09673 0.463805 0.806591
-0.161666 2.09547 0.464555 0.8063
-0.161566 2.09422 0.465305 0.80601
-0.161466 2.09296 0.466055 0.805719
-0.161366 2.0917 0.466805 0.805429
-0.161266 2.09044 0.467555 0.805138
-0.161166 2.08919 0.468305 0.804848
-0.161066 2.08793 0.469055 0.804558
-0.160966 2.08668 0.469805 0.804268
-0.160866 2.08542 0.470555 0.803978
-0.160766 2.08417 0.471305 0.803688
-0.160666 2.08292 0.472055 0.803398
-0.160566 2.08167 0.472806 0.803108
-0.160466 2.08041 0.473556 0.802818
-0.160366 2.07916 0.474306 0.802528
-0.160266 2.07791 0.475056 0.802239
-0.160166 2.07666 0.475806 0.801949
-0.160066 2.07541 0.476556 0.80166
-0.159966 2.07416 0.477306 0.80137
-0.159866 2.07292 0.478056 0.801081
-0.159766 2.07167 0.478806 0.800791
-0.159666 2.07042 0.479556 0.800502
-0.159566 2.06918 0.480306 0.800213
-0.159466 2.06793 0.481056 0.799924
-0.159366 2.06668 0.481806 0.799635
-0.159266 2.06544 0.482557 0.799346
-0.159166 2.0642 0.483307 0.799057
-0.159066 2.06295 0.484057 0.798768
-0.158966 2.06171 0.484807 0.79848
-0.158866 2.06047 0.485557 0.798191
-0.158766 2.05923 0.486307 0.797902
-0.158666 2.05799 0.487057 0.797614
-0.158566 2.05674 0.487807 0.797325
-0.158466 2.05551 0.488557 0.797037
-0.158366 2.05427 0.489307 0.796749
-0.158266 2.05303 0.490057 0.79646
-0.158166 2.05179 0.490807 0.796172
-0.158066 2.05055 0.491557 0.795884
-0.157966 2.04932 0.492308 0.795596
-0.157866 2.04808 0.493058 0.795308
-0.157766 2.04684 0.493808 0.79502
-0.157666 2.04561 0.494558 0.794732
-0.157566 2.04437 0.495308 0.794444
-0.157466 2.04314 0.496058 0.794157
-0.157366 2.04191 0.496808 0.793869
-0.157266 2.04067 0.497558 0.793582
-0.157166 2.03944 0.498308 0.793294
-0.157066 2.03821 0.499058 0.793007
-0.156966 2.03698 0.499808 0.792719
-0.156866 2.03575 0.500558 0.792432
-0.156766 2.03452 0.501308 0.792145
-0.156666 2.03329 0.502058 0.791858
-0.156566 2.03206 0.502809 0.791571
-0.156466 2.03084 0.503559 0.791283
-0.156366 2.02961 0.504309 0.790997
-0.156266 2.02838 0.505059 0.79071
-0.156166 2.02716 0.505809 0.790423
-0.156066 2.02593 0.506559 0.790136
-0.155966 2.02471 0.507309 0.789849
-0.155866 2.02348 0.508059 0.789563
-0.155766 2.02226 0.508809 0.789276
-0.155666 2.02103 0.509559 0.78899
-0.155566 2.01981 0.510309 0.788704
-0.155466 2.01859 0.511059 0.788417
-0.155366 2.01737 0.511809 0.788131
-0.155266 2.01615 0.51256 0.787845
-0.155166 2.01493 0.51331 0.787559
-0.155066 2.01371 0.51406 0.787273
-0.154965 2.01249 0.51481 0.786987
-0.154865 2.01127 0.51556 0.786701
-0.154765 2.01005 0.51631 0.786415
-0.154665 2.00884 0.51706 0.786129
-0.154565 2.00762 0.51781 0.785844
-0.154465 2.0064 0.51856 0.785558
-0.154365 2.00519 0.51931 0.785272
-0.154265 2.00397 0.52006 0.784987
-0.154165 2.00276 0.52081 0.784701
-0.154065 2.00155 0.52156 0.784416
-0.153965 2.00033 0.522311 0.784131
-0.153865 1.99912 0.523061 0.783846
-0.153765 1.99791 0.523811 0.78356
-0.153665 1.9967 0.524561 0.783275
-0.153565 1.99549 0.525311 0.78299
-0.153465 1.99428 0.526061 0.782705
-0.153365 1.99307 0.526811 0.782421
-0.153265 1.99186 0.527561 0.782136
-0.153165 1.99065 0.528311 0.781851
-0.153065 1.98944 0.529061 0.781566
-0.152965 1.98823 0.529811 0.781282
-0.152865 1.98703 0.530561 0.780997
-0.152765 1.98582 0.531311 0.780713
-0.152665 1.98462 0.532061 0.780429
-0.152565 1.98341 0.532812 0.780144
-0.152465 1.98221 0.533562 0.77986
-0.152365 1.981 0.534312 0.779576
-0.152265 1.9798 0.535062 0.779292
-0.152165 1.9786 0.535812 0.779008
-0.152065 1.9774 0.536562 0.778724
-0.151965 1.97619 0.537312 0.77844
-0.151865 1.97499 0.538062 0.778156
-0.151765 1.97379 0.538812 0.777872
-0.151665 1.97259 0.539562 0.777589
-0.151565 1.97139 0.540312 0.777305
-0.151465 1.9702 0.541062 0.777021
-0.151365 1.969 0.541812 0.776738
-0.151265 1.9678 0.542563 0.776455
-0.151165 1.9666 0.543313 0.776171
-0.151065 1.96541 0.544063 0.775888
-0.150965 1.96421 0.544813 0.775605
-0.150865 1.96302 0.545563 0.775322
-0.150765 1.96182 0.546313 0.775038
-0.150665 1.96063 0.547063 0.774755
-0.150565 1.95944 0.547813 0.774473
-0.150465 1.95824 0.548563 0.77419
-0.150365 1.95705 0.549313 0.773907
-0.150265 1.95586 0.550063 0.773624
-0.150165 1.95467 0.550813 0.773342
-0.150065 1.95348 0.551563 0.773059
-0.149965 1.95229 0.552314 0.772776
-0.149865 1.9511 0.553064 0.772494
-0.149765 1.94991 0.553814 0.772212
-0.149665 1.94915 0.554293 0.772031
-0.149565 1.94915 0.554293 0.772031
-0.149465 1.94915 0.554293 0.772031
-0.149365 1.94915 0.554293 0.772031
-0.149265 1.94915 0.554293 0.772031
-0.149165 1.94915 0.554293 0.772031
-0.149065 1.94915 0.554293 0.772031
-0.148965 1.94915 0.554293 0.772031
-0.148865 1.94915 0.554293 0.772031
-0.148765 1.94915 0.554293 0.772031
-0.148665 1.94915 0.554293 0.772031
-0.148565 1.94915 0.554293 0.772031
-0.148465 1.94915 0.554293 0.772031
-0.148365 1.94915 0.554293 0.772031
-0.148265 1.94915 0.554293 0.772031
-0.148165 1.94915 0.554293 0.772031
-0.148065 1.94915 0.554293 0.772031
-0.147965 1.94915 0.554293 0.772031
-0.147865 1.94915 0.554293 0.772031
-0.147765 1.94915 0.554293 0.772031
-0.147665 1.94915 0.554293 0.772031
-0.147565 1.94915 0.554293 0.772031
-0.147465 1.94915 0.554293 0.772031
-0.147365 1.94915 0.554293 0.772031
-0.147265 1.94915 0.554293 0.772031
-0.147165 1.94915 0.554293 0.772031
-0.147065 1.94915 0.554293 0.772031
-0.146965 1.94915 0.554293 0.772031
-0.146865 1.94915 0.554293 0.772031
-0.146765 1.94915 0.554293 0.772031
-0.146665 1.94915 0.554293 0.772031
-0.146565 1.94915 0.554293 0.772031
-0.146465 1.94915 0.554293 0.772031
-0.146365 1.94915 0.554293 0.772031
-0.146265 1.94915 0.554293 0.772031
-0.146165 1.94915 0.554293 0.772031
-0.146065 1.94915 0.554293 0.772031
-0.145965 1.94915 0.554293 0.772031
-0.145865 1.94915 0.554293 0.772031
-0.145765 1.94915 0.554293 0.772031
-0.145665 1.94915 0.554293 0.772031
-0.145565 1.94915 0.554293 0.772031
-0.145465 1.94915 0.554293 0.772031
-0.145365 1.94915 0.554293 0.772031
-0.145265 1.94915 0.554293 0.772031
-0.145165 1.94915 0.554293 0.772031
-0.145065 1.94915 0.554293 0.772031
-0.144964 1.94915 0.554293 0.772031
-0.144864 1.94915 0.554293 0.772031
-0.144764 1.94915 0.554293 0.772031
-0.144664 1.94915 0.554293 0.772031
-0.144564 1.94915 0.554293 0.772031
-0.144464 1.94915 0.554293 0.772031
-0.144364 1.94915 0.554293 0.772031
-0.144264 1.94915 0.554293 0.772031
-0.144164 1.94915 0.554293 0.772031
-0.144064 1.94915 0.554293 0.772031
-0.143964 1.94915 0.554293 0.772031
-0.143864 1.94915 0.554293 0.772031
-0.143764 1.94915 0.554293 0.772031
-0.143664 1.94915 0.554293 0.772031
-0.143564 1.94915 0.554293 0.772031
-0.143464 1.94915 0.554293 0.772031
-0.143364 1.94915 0.554293 0.772031
-0.143264 1.94915 0.554293 0.772031
-0.143164 1.94915 0.554293 0.772031
-0.143064 1.94915 0.554293 0.772031
-0.142964 1.94915 0.554293 0.772031
-0.142864 1.94915 0.554293 0.772031
-0.142764 1.94915 0.554293 0.772031
-0.142664 1.94915 0.554293 0.772031
-0.142564 1.94915 0.554293 0.772031
-0.142464 1.94915 0.554293 0.772031
-0.142364 1.94915 0.554293 0.772031
-0.142264 1.94915 0.554293 0.772031
-0.142164 1.94915 0.554293 0.772031
-0.142064 1.94915 0.554293 0.772031
-0.141964 1.94915 0.554293 0.772031
-0.141864 1.94915 0.554293 0.772031
-0.141764 1.94915 0.554293 0.772031
-0.141664 1.94915 0.554293 0.772031
-0.141564 1.94915 0.554293 0.772031
-0.141464 1.94915 0.554293 0.772031
-0.141364 1.94915 0.554293 0.772031
-0.141264 1.94915 0.554293 0.772031
-0.141164 1.94915 0.554293 0.772031
-0.141064 1.94915 0.554293 0.772031
-0.140964 1.94915 0.554293 0.772031
-0.140864 1.94915 0.554293 0.772031
-0.140764 1.94915 0.554293 0.772031
-0.140664 1.94915 0.554293 0.772031
-0.140564 1.94915 0.554293 0.772031
-0.140464 1.94915 0.554293 0.772031
-0.140364 1.94915 0.554293 0.772031
-0.140264 1.94915 0.554293 0.772031
-0.140164 1.94915 0.554293 0.772031
-0.140064 1.94915 0.554293 0.772031
-0.139964 1.94915 0.554293 0.772031
-0.139864 1.94915 0.554293 0.772031
-0.139764 1.94915 0.554293 0.772031
-0.139664 1.94915 0.554293 0.772031
-0.139564 1.94915 0.554293 0.772031
-0.139464 1.94915 0.554293 0.772031
-0.139364 1.94915 0.554293 0.772031
-0.139264 1.94915 0.554293 0.772031
-0.139164 1.94915 0.554293 0.772031
-0.139064 1.94915 0.554293 0.772031
-0.138964 1.94915 0.554293 0.772031
-0.138864 1.94915 0.554293 0.772031
-0.138764 1.94915 0.554293 0.772031
-0.138664 1.94915 0.554293 0.772031
-0.138564 1.94915 0.554293 0.772031
-0.138464 1.94915 0.554293 0.772031
-0.138364 1.94915 0.554293 0.772031
-0.138264 1.94915 0.554293 0.772031
-0.138164 1.94915 0.554293 0.772031
-0.138064 1.94915 0.554293 0.772031
-0.137964 1.94915 0.554293 0.772031
-0.137864 1.94915 0.554293 0.772031
-0.137764 1.94915 0.554293 0.772031
-0.137664 1.94915 0.554293 0.772031
-0.137564 1.94915 0.554293 0.772031
-0.137464 1.94915 0.554293 0.772031
-0.137364 1.94915 0.554293 0.772031
-0.137264 1.94915 0.554293 0.772031
-0.137164 1.94915 0.554293 0.772031
-0.137064 1.94915 0.554293 0.772031
-0.136964 1.94915 0.554293 0.772031
-0.136864 1.94915 0.554293 0.772031
-0.136764 1.94915 0.554293 0.772031
-0.136664 1.94915 0.554293 0.772031
-0.136564 1.94915 0.554293 0.772031
-0.136464 1.94915 0.554293 0.772031
-0.136364 1.94915 0.554293 0.772031
-0.136264 1.94915 0.554293 0.772031
-0.136164 1.94915 0.554293 0.772031
-0.136064 1.94915 0.554293 0.772031
-0.135964 1.94915 0.554293 0.772031
-0.135864 1.94915 0.554293 0.772031
-0.135764 1.94915 0.554293 0.772031
-0.135664 1.94915 0.554293 0.772031
-0.135564 1.94915 0.554293 0.772031
-0.135464 1.94915 0.554293 0.772031
-0.135364 1.94915 0.554293 0.772031
-0.135264 1.94915 0.554293 0.772031
-0.135164 1.94915 0.554293 0.772031
-0.135064 1.94915 0.554293 0.772031
-0.134963 1.94915 0.554293 0.772031
-0.134863 1.94915 0.554293 0.772031
-0.134763 1.94915 0.554293 0.772031
-0.134663 1.94915 0.554293 0.772031
-0.134563 1.94915 0.554293 0.772031
-0.134463 1.94915 0.554293 0.772031
-0.134363 1.94915 0.554293 0.772031
-0.134263 1.94915 0.554293 0.772031
-0.134163 1.94915 0.554293 0.772031
-0.134063 1.94915 0.554293 0.772031
-0.133963 1.94915 0.554293 0.772031
-0.133863 1.94915 0.554293 0.772031
-0.133763 1.94915 0.554293 0.772031
-0.133663 1.94915 0.554293 0.772031
-0.133563 1.94915 0.554293 0.772031
-0.133463 1.94915 0.554293 0.772031
-0.133363 1.94915 0.554293 0.772031
-0.133263 1.94915 0.554293 0.772031
-0.133163 1.94915 0.554293 0.772031
-0.133063 1.94915 0.554293 0.772031
-0.132963 1.94915 0.554293 0.772031
-0.132863 1.94915 0.554293 0.772031
-0.132763 1.94915 0.554293 0.772031
-0.132663 1.94915 0.554293 0.772031
-0.132563 1.94915 0.554293 0.772031
-0.132463 1.94915 0.554293 0.772031
-0.132363 1.94915 0.554293 0.772031
-0.132263 1.94915 0.554293 0.772031
-0.132163 1.94915 0.554293 0.772031
-0.132063 1.94915 0.554293 0.772031
-0.131963 1.94915 0.554293 0.772031
-0.131863 1.94915 0.554293 0.772031
-0.131763 1.94915 0.554293 0.772031
-0.131663 1.94915 0.554293 0.772031
-0.131563 1.94915 0.554293 0.772031
-0.131463 1.94915 0.554293 0.772031
-0.131363 1.94915 0.554293 0.772031
-0.131263 1.94915 0.554293 0.772031
-0.131163 1.94915 0.554293 0.772031
-0.131063 1.94915 0.554293 0.772031
-0.130963 1.94915 0.554293 0.772031
-0.130863 1.94915 0.554293 0.772031
-0.130763 1.94915 0.554293 0.772031
-0.130663 1.94915 0.554293 0.772031
-0.130563 1.94915 0.554293 0.772031
-0.130463 1.94915 0.554293 0.772031
-0.130363 1.94915 0.554293 0.772031
-0.130263 1.94915 0.554293 0.772031
-0.130163 1.94915 0.554293 0.772031
-0.130063 1.94915 0.554293 0.772031
-0.129963 1.94915 0.554293 0.772031
-0.129863 1.94915 0.554293 0.772031
-0.129763 1.94915 0.554293 0.772031
-0.129663 1.94915 0.554293 0.772031
-0.129563 1.94915 0.554293 0.772031
-0.129463 1.94915 0.554293 0.772031
-0.129363 1.94915 0.554293 0.772031
-0.129263 1.94915 0.554293 0.772031
-0.129163 1.94915 0.554293 0.772031
-0.129063 1.94915 0.554293 0.772031
-0.128963 1.94915 0.554293 0.772031
-0.128863 1.94915 0.554293 0.772031
-0.128763 1.94915 0.554293 0.772031
-0.128663 1.94915 0.554293 0.772031
-0.128563 1.94915 0.554293 0.772031
-0.128463 1.94915 0.554293 0.772031
-0.128363 1.94915 0.554293 0.772031
-0.128263 1.94915 0.554293 0.772031
-0.128163 1.94915 0.554293 0.772031
-0.128063 1.94915 0.554293 0.772031
-0.127963 1.94915 0.554293 0.772031
-0.127863 1.94915 0.554293 0.772031
-0.127763 1.94915 0.554293 0.772031
-0.127663 1.94915 0.554293 0.772031
-0.127563 1.94915 0.554293 0.772031
-0.127463 1.94915 0.554293 0.772031
-0.127363 1.94915 0.554293 0.772031
-0.127263 1.94915 0.554293 0.772031
-0.127163 1.94915 0.554293 0.772031
-0.127063 1.94915 0.554293 0.772031
-0.126963 1.94915 0.554293 0.772031
-0.126863 1.94915 0.554293 0.772031
-0.126763 1.94915 0.554293 0.772031
-0.126663 1.94915 0.554293 0.772031
-0.126563 1.94915 0.554293 0.772031
-0.126463 1.94915 0.554293 0.772031
-0.126363 1.94915 0.554293 0.772031
-0.126263 1.94915 0.554293 0.772031
-0.126163 1.94915 0.554293 0.772031
-0.126063 1.94915 0.554293 0.772031
-0.125963 1.94915 0.554293 0.772031
-0.125863 1.94915 0.554293 0.772031
-0.125763 1.94915 0.554293 0.772031
-0.125663 1.94915 0.554293 0.772031
-0.125563 1.94915 0.554293 0.772031
-0.125463 1.94915 0.554293 0.772031
-0.125363 1.94915 0.554293 0.772031
-0.125263 1.94915 0.554293 0.772031
-0.125163 1.94915 0.554293 0.772031
-0.125063 1.94915 0.554293 0.772031
-0.124962 1.94915 0.554293 0.772031
-0.124862 1.94915 0.554293 0.772031
-0.124762 1.94915 0.554293 0.772031
-0.124662 1.94915 0.554293 0.772031
-0.124562 1.94915 0.554293 0.772031
-0.124462 1.94915 0.554293 0.772031
-0.124362 1.94915 0.554293 0.772031
-0.124262 1.94915 0.554293 0.772031
-0.124162 1.94915 0.554293 0.772031
-0.124062 1.94915 0.554293 0.772031
-0.123962 1.94915 0.554293 0.772031
-0.123862 1.94915 0.554293 0.772031
-0.123762 1.94915 0.554293 0.772031
-0.123662 1.94915 0.554293 0.772031
-0.123562 1.94915 0.554293 0.772031
-0.123462 1.94915 0.554293 0.772031
-0.123362 1.94915 0.554293 0.772031
-0.123262 1.94915 0.554293 0.772031
-0.123162 1.94915 0.554293 0.772031
-0.123062 1.94915 0.554293 0.772031
-0.122962 1.94915 0.554293 0.772031
-0.122862 1.94915 0.554293 0.772031
-0.122762 1.94915 0.554293 0.772031
-0.122662 1.94915 0.554293 0.772031
-0.122562 1.94915 0.554293 0.772031
-0.122462 1.94915 0.554293 0.772031
-0.122362 1.94915 0.554293 0.772031
-0.122262 1.94915 0.554293 0.772031
-0.122162 1.94915 0.554293 0.772031
-0.122062 1.94915 0.554293 0.772031
-0.121962 1.94915 0.554293 0.772031
-0.121862 1.94915 0.554293 0.772031
-0.121762 1.94915 0.554293 0.772031
-0.121662 1.94915 0.554293 0.772031
-0.121562 1.94915 0.554293 0.772031
-0.121462 1.94915 0.554293 0.772031
-0.121362 1.94915 0.554293 0.772031
-0.121262 1.94915 0.554293 0.772031
-0.121162 1.94915 0.554293 0.772031
-0.121062 1.94915 0.554293 0.772031
-0.120962 1.94915 0.554293 0.772031
-0.120862 1.94915 0.554293 0.772031
-0.120762 1.94915 0.554293 0.772031
-0.120662 1.94915 0.554293 0.772031
-0.120562 1.94915 0.554293 0.772031
-0.120462 1.94915 0.554293 0.772031
-0.120362 1.94915 0.554293 0.772031
-0.120262 1.94915 0.554293 0.772031
-0.120162 1.94915 0.554293 0.772031
-0.120062 1.94915 0.554293 0.772031
-0.119962 1.94915 0.554293 0.772031
-0.119862 1.94915 0.554293 0.772031
-0.119762 1.94915 0.554293 0.772031
-0.119662 1.94915 0.554293 0.772031
-0.119562 1.94915 0.554293 0.772031
-0.119462 1.94915 0.554293 0.772031
-0.119362 1.94915 0.554293 0.772031
-0.119262 1.94915 0.554293 0.772031
-0.119162 1.94915 0.554293 0.772031
-0.119062 1.94915 0.554293 0.772031
-0.118962 1.94915 0.554293 0.772031
-0.118862 1.94915 0.554293 0.772031
-0.118762 1.94915 0.554293 0.772031
-0.118662 1.94915 0.554293 0.772031
-0.118562 1.94915 0.554293 0.772031
-0.118462 1.94915 0.554293 0.772031
-0.118362 1.94915 0.554293 0.772031
-0.118262 1.94915 0.554293 0.772031
-0.118162 1.94915 0.554293 0.772031
-0.118062 1.94915 0.554293 0.772031
-0.117962 1.94915 0.554293 0.772031
-0.117862 1.94915 0.554293 0.772031
-0.117762 1.94915 0.554293 0.772031
-0.117662 1.94915 0.554293 0.772031
-0.117562 1.94915 0.554293 0.772031
-0.117462 1.94915 0.554293 0.772031
-0.117362 1.94915 0.554293 0.772031
-0.117262 1.94915 0.554293 0.772031
-0.117162 1.94915 0.554293 0.772031
-0.117062 1.94915 0.554293 0.772031
-0.116962 1.94915 0.554293 0.772031
-0.116862 1.94915 0.554293 0.772031
-0.116762 1.94915 0.554293 0.772031
-0.116662 1.94915 0.554293 0.772031
-0.116562 1.94915 0.554293 0.772031
-0.116462 1.94915 0.554293 0.772031
-0.116362 1.94915 0.554293 0.772031
-0.116262 1.94915 0.554293 0.772031
-0.116162 1.94915 0.554293 0.772031
-0.116062 1.94915 0.554293 0.772031
-0.115962 1.94915 0.554293 0.772031
-0.115862 1.94915 0.554293 0.772031
-0.115762 1.94915 0.554293 0.772031
-0.115662 1.94915 0.554293 0.772031
-0.115562 1.94915 0.554293 0.772031
-0.115462 1.94915 0.554293 0.772031
-0.115362 1.94915 0.554293 0.772031
-0.115262 1.94915 0.554293 0.772031
-0.115162 1.94915 0.554293 0.772031
-0.115062 1.94915 0.554293 0.772031
-0.114961 1.94915 0.554293 0.772031
-0.114861 1.94915 0.554293 0.772031
-0.114761 1.94915 0.554293 0.772031
-0.114661 1.94915 0.554293 0.772031
-0.114561 1.94915 0.554293 0.772031
-0.114461 1.94915 0.554293 0.772031
-0.114361 1.94915 0.554293 0.772031
-0.114261 1.94915 0.554293 0.772031
-0.114161 1.94915 0.554293 0.772031
-0.114061 1.94915 0.554293 0.772031
-0.113961 1.94915 0.554293 0.772031
-0.113861 1.94915 0.554293 0.772031
-0.113761 1.94915 0.554293 0.772031
-0.113661 1.94915 0.554293 0.772031
-0.113561 1.94915 0.554293 0.772031
-0.113461 1.94915 0.554293 0.772031
-0.113361 1.94915 0.554293 0.772031
-0.113261 1.94915 0.554293 0.772031
-0.113161 1.94915 0.554293 0.772031
-0.113061 1.94915 0.554293 0.772031
-0.112961 1.94915 0.554293 0.772031
-0.112861 1.94915 0.554293 0.772031
-0.112761 1.94915 0.554293 0.772031
-0.112661 1.94915 0.554293 0.772031
-0.112561 1.94915 0.554293 0.772031
-0.112461 1.94915 0.554293 0.772031
-0.112361 1.94915 0.554293 0.772031
-0.112261 1.94915 0.554293 0.772031
-0.112161 1.94915 0.554293 0.772031
-0.112061 1.94915 0.554293 0.772031
-0.111961 1.94915 0.554293 0.772031
-0.111861 1.94915 0.554293 0.772031
-0.111761 1.94915 0.554293 0.772031
-0.111661 1.94915 0.554293 0.772031
-0.111561 1.94915 0.554293 0.772031
-0.111461 1.94915 0.554293 0.772031
